,count,landmark_id,landmark_name
71,349,44252,Marikina_River_Park
72,346,61431,Mus%C3%A9e_Europ%C3%A9en_de_la_Bi%C3%A8re
73,344,52949,Washington_Navy_Yard
74,336,19462,Solna_kyrka
75,333,90364,Savannah_Victorian_Historic_District
76,332,19884,Kunsan_Air_Base
77,331,55879,"Sankt_Nicolai_kyrka,_S%C3%B6lvesborg"
78,330,52544,"Sankt_Nicolai_kyrka,_Nyk%C3%B6ping"
79,330,69456,Marine_Corps_War_Memorial
80,328,71402,"Union_Square,_Manhattan"
81,326,97871,Steens_Mountain_Wilderness
82,322,20670,Val%C3%B6_kyrka
83,321,8716,East_Room_(White_House)
84,320,20854,Fort_Riley
85,316,13923,Watervliet_Arsenal
86,316,70087,Horseshoe_Falls
87,315,97958,Yttergrans_kyrka
88,313,27932,Riddarholmskyrkan
89,312,80239,Tensta_kyrka
90,312,76112,"Heliga_kors_kyrka,_Ronneby"
91,309,77531,Dobbins_Air_Reserve_Base
92,309,90169,Ford_Island
93,308,20871,Roslags-Bro_kyrka
94,307,48474,Alaska-Yukon-Pacific_Exposition
95,307,42366,USS_Abraham_Lincoln_(CVN-72)
96,305,91023,Bonaventure_Cemetery
97,301,3831,Oval_Office
98,300,35018,Naval_Support_Activity_Naples
99,299,9150,Two_Ponds_National_Wildlife_Refuge
100,298,66838,United_States_Military_Academy
101,295,73558,Fort_Polk
102,295,20947,St._Bartholom%C3%A4us_(R%C3%B6dinghausen)
103,295,61627,Seedskadee_National_Wildlife_Refuge
104,295,28528,Danderyds_kyrka
105,291,69401,Botkyrka_kyrka
106,291,84929,Bromma_kyrka
107,290,29027,Hanford_Site
108,290,77849,Fort_Laramie_National_Historic_Site
109,288,11789,Savannah_River_Site
110,284,81866,Los_Alamos_National_Laboratory
111,282,79273,"Maria_Magdalena_kyrka,_Stockholm"
112,280,48429,Heart_Mountain_War_Relocation_Center
113,278,15299,Madurodam
114,277,14002,D%C3%A4desj%C3%B6_gamla_kyrka
115,277,29598,Pine_Flat_Lake
116,277,17747,Munttoren
117,277,18482,Mar_Mattai_monastery
118,276,42671,Fort_Mifflin
119,275,54344,Husaby_kyrka
120,275,677,Fort_Sumter
121,273,12687,Mount_Rainier
122,272,40319,"%C3%96stra_Ryds_kyrka,_Uppland"
123,269,64965,Smithsonian_American_Art_Museum
124,269,38615,Floda_kyrka
125,264,53178,Sollentuna_kyrka
126,263,52826,Br%C3%A4nnkyrka_kyrka
127,261,44418,Grand_Canyon
128,261,57957,Superior_National_Forest
129,260,79090,Katarina_kyrka
130,259,64128,Sk%C3%A5nela_kyrka
131,258,78898,Wyspa_M%C5%82y%C5%84ska_w_Bydgoszczy
132,257,21974,Hargs_kyrka
133,256,62639,Vallentuna_kyrka
134,255,99929,Skoklosters_kyrka
135,255,1127,H%C3%A4ver%C3%B6_kyrka
136,255,24941,F%C3%A4rentuna_kyrka
137,254,84795,Bierreclame_Museum_Haagweg
138,254,89699,Hillesh%C3%B6gs_kyrka
139,252,7987,Litslena_kyrka
140,247,83027,National_Portrait_Gallery_(United_States)
141,245,14030,H%C3%A5bo-Tibble_kyrka
142,244,92596,United_States_Capitol_rotunda
143,244,5086,"USS_Constitution_(ship,_1797)"
144,243,50122,Vendels_kyrka
145,243,38273,"Fort_Myer,_Virginia"
146,242,27649,Fr%C3%B6tuna_kyrka
147,241,71694,Tr%C3%B6n%C3%B6_gamla_kyrka
148,238,71887,Hu_Yaobang's_Former_Residence
149,237,17762,Trams_in_Amsterdam
150,236,90981,%C3%96vergrans_kyrka
151,235,90323,Rimbo_kyrka
152,235,29531,Sj%C3%B6s%C3%A5s_gamla_kyrka
153,235,43886,Artis
154,233,71644,Sorunda_kyrka
155,233,74341,Lov%C3%B6_kyrka
156,232,38245,Dalby_heligkorskyrka
157,231,30852,Osser
158,231,66219,"Sankt_Olofs_kyrka,_Falk%C3%B6ping"
159,229,91822,Heroes'_Cemetery
160,229,97150,Fremont-Winema_National_Forest
161,227,82078,Camp_Gonsalves
162,227,1153,Bosbaan
163,226,67279,Mount_Baker-Snoqualmie_National_Forest
164,226,56206,Sala_sockenkyrka
165,225,66742,"Heliga_Trefaldighets_kyrka,_Kristianstad"
166,225,80524,"Keating_Channel,_Toronto"
167,225,25191,Boston_Navy_Yard
168,224,5861,United_States_Air_Force_Academy
169,221,91146,"Houghton_Library,_Harvard_University"
170,220,15708,Mirabilandia
171,219,83738,Untersuchungsgef%C3%A4ngnis_Holstenglacis
172,219,42317,Fogd%C3%B6_kyrka
173,218,92939,Glacier_National_Park
174,218,6654,%C3%96smo_kyrka
175,217,8342,Gifford_Pinchot_National_Forest
176,216,58812,Jameh_Mosque_of_Nishapur
177,216,31421,Camp_Blanding
178,214,74682,Kalmar_kyrka
179,214,42741,%C3%84rentuna_kyrka
180,213,20634,Royal_Palace_of_Amsterdam
181,213,24977,New_York_Harbor
182,213,9595,Museo_Municipal_de_Bellas_Artes_de_Valpara%C3%ADso
183,212,22585,%C3%96sterl%C3%B6vsta_kyrka
184,211,243,Rasbokils_kyrka
185,209,33674,Cabinet_Room
186,209,45233,Morton_National_Park
187,207,80819,UST_Museum_of_Arts_and_Sciences
188,206,54996,Guantanamo_Bay_detainment_camp
189,206,81034,Lannaskede_gamla_kyrka
190,204,62514,Gro%C3%9Fer_Arber
191,204,50442,Gamla_Uppsala_kyrka
192,203,36833,Stora_Malms_kyrka
193,203,83416,Eastern_State_Penitentiary
194,202,93450,Maya_Biosphere_Reserve
195,202,42400,Crow_Valley
196,202,69399,Mundaneum
197,202,24796,Eker%C3%B6_kyrka
198,201,2842,Lagga_kyrka
199,201,29213,George_Washington_Memorial_Parkway
200,201,53681,Torsh%C3%A4lla_kyrka
201,200,55616,%C3%96sterunda_kyrka
202,200,23006,United_States_Naval_Academy
203,197,99781,%C3%96sterhaninge_kyrka
204,197,77597,"Bedford_Museum,_Bedford"
205,196,3095,"Eds_kyrka,_Uppland"
206,194,91197,Owyhee_Dam
207,194,32705,"Octagon_House_(Washington,_D.C.)"
208,194,17219,Bayeux_Tapestry
209,194,72352,Lake_Michigan
210,192,45316,"V%C3%A4stra_Ryds_kyrka,_Uppland"
211,192,71283,Kupferstich-Kabinett_(Dresden)
212,191,94508,Norra_begravningsplatsen
213,190,88857,S%C3%B6derala_kyrka
214,190,60138,Brest_Fortress
215,190,4837,Cleghorn_Glen
216,189,47616,Fairmount_Water_Works
217,189,2964,Sk%C3%B6ldinge_kyrka
218,188,14710,Albrechtsburg
219,188,82811,Skellefte%C3%A5_landsf%C3%B6rsamlings_kyrka
220,187,38562,Stan_Hywet_Hall_and_Gardens
221,186,58889,"Hammarby_kyrka,_Uppland"
222,185,92025,"HMS_Royal_Oak_(ship,_1914)"
223,183,44386,%C3%96deby_kyrka
224,183,32262,Vietnam_Veterans_Memorial
225,183,52080,J%C3%A4rf%C3%A4lla_kyrka
226,183,39342,Museum_der_Alltagskultur_(Waldenbuch)
227,181,29568,"Allegheny_Cemetery,_Pittsburgh"
228,181,6918,Rocky_Flats_Plant
229,180,89700,En%C3%A5ngers_gamla_kyrka
230,180,69256,"Svenska_teatern,_Stockholm"
231,179,44773,Ochoco_National_Forest
232,179,21284,Rijksmuseum_Amsterdam
233,179,37038,Fort_Shafter
234,179,48369,"City_of_San_Fernando,_Pampanga"
235,178,51122,University_of_New_Mexico
236,178,20124,Stora_Tuna_kyrka
237,177,98723,Fahrzeugmuseum_Marxzell
238,177,89706,Shasta-Trinity_National_Forest
239,177,67224,Hedareds_stavkyrka
240,177,44895,Prambanan
241,177,11653,Stratford_Hall_Plantation
242,174,9954,Joint_Base_Pearl_Harbor-Hickam
243,174,32249,Or%C5%82owo_Cliff
244,173,39704,"Saint_Vincent_Ferrer_Parish_Church_(Dupax_del_Sur,_Nueva_Vizcaya)"
245,172,71091,Kumlaby_kyrka
246,172,56036,Bj%C3%B6rksta_kyrka
247,171,29202,Biblioteca_Nacional_de_Espa%C3%B1a
248,171,77906,Ephrata_cloister
249,171,38905,"Queen_Street,_Toronto"
250,171,99134,Ytterj%C3%A4rna_kyrka
251,170,31412,V%C3%A4t%C3%B6_kyrka
252,170,29378,Norra_F%C3%A5gel%C3%A5s_kyrka
253,169,36813,"Klara_kyrka,_Stockholm"
254,169,76849,"B%C3%A4linge_kyrka,_Uppland"
255,169,61633,Stora_Kopparbergs_kyrka
256,169,68474,Gila_River_War_Relocation_Center
257,168,34932,Lofta_kyrka
258,168,95525,Huntington_Beach_Pier
259,168,87152,Yukon_River
260,168,19458,Ch%C3%A2teau_de_Meudon
261,168,24312,Fort_Pulaski_National_Monument
262,167,32340,"Kristine_kyrka,_Falun"
263,166,73347,Estero_de_Vitas
264,166,12289,Oregon_Badlands
265,166,43443,Huddinge_kyrka
266,166,5912,Pokkinen
267,165,97776,"Bro_kyrka,_Uppland"
268,165,32643,Rocky_Mountain_Arsenal_National_Wildlife_Refuge
269,164,70287,Sankt_Peters_klosters_kyrka
270,164,44931,Rasbo_kyrka
271,164,83996,"L%C3%A4nna_kyrka,_Uppland"
272,164,33583,Tegelsmora_kyrka
273,163,39149,White_House_South_Lawn
274,163,80782,%C3%96sseby-Garns_kyrka
275,163,25477,Bogl%C3%B6sa_kyrka
276,163,83456,Eksj%C3%B6_kyrka
277,163,89469,%C3%96jeby_kyrka
278,163,13791,Tierps_kyrka
279,163,17215,Rohwer_War_Relocation_Center
280,162,87073,"Rembrandtplein,_Amsterdam"
281,162,98240,Budawang_National_Park
282,162,101296,"Rinkaby_kyrka,_N%C3%A4rke"
283,162,62735,"Sankta_Maria_kyrka,_%C3%85hus"
284,162,99531,Nederlule%C3%A5_kyrka
285,162,53498,Yttersel%C3%B6_kyrka
286,161,15272,Philadelphia_Naval_Asylum
287,161,75505,Gudhems_kloster
288,160,85053,Bartram's_Garden
289,160,15728,IJ
290,160,94328,West_Highland_Way
291,159,19954,Mount_St._Helens
292,159,1445,Raus_kyrka
293,158,11984,Hoover_Dam
294,158,59206,"S%C3%A4by_kyrka,_Sm%C3%A5land"
295,158,20524,Prince_William_Forest_Park
296,158,13770,Marcelo_H._del_Pilar_Shrine
297,157,77189,Skederids_kyrka
298,157,16531,Boston_Public_Garden
299,157,34542,Souda_Bay
300,157,10988,Fort_Des_Moines_Historic_Complex
301,157,17113,%C3%96ster%C3%A5kers_kyrka
302,157,3481,Fremantle_Prison
303,157,16335,Weaverville_Joss_House_State_Historic_Park
304,157,59160,Rydaholms_kyrka
305,157,54669,Vika_kyrka
306,156,97106,H%C3%B6khuvuds_kyrka
307,156,68520,"Fram_(ship,_1892)"
308,155,51291,De_Nieuwe_Ooster
309,155,58971,Umatilla_National_Forest
310,155,91171,Forshems_kyrka
311,155,20320,Hadar
312,155,58685,Viksta_kyrka
313,155,21450,Rose_Bowl
314,155,11170,Mission_Santa_Barbara
315,155,42924,V%C3%A4stra_Eds_kyrka
316,154,96584,Njut%C3%A5ngers_kyrka
317,154,64341,"Overtoom,_Amsterdam"
318,154,45296,Aalborg_Forsvars-_og_Garnisonsmuseum
319,154,24409,Leidseplein
320,154,88689,Adirondack_Park
321,154,31737,Niagara_Falls
322,154,79580,Hj%C3%A4lmseryds_gamla_kyrka
323,153,91781,White_House_Rose_Garden
324,153,17405,S%C3%B6dra_Vings_kyrka
325,153,50717,Frustuna_kyrka
326,153,69703,Oude_Kerk_(Amsterdam)
327,152,20346,Wenatchee_National_Forest
328,152,22158,Hedesunda_kyrka
329,152,66336,Fort_Lawton
330,151,55371,Stanislaus_National_Forest
331,151,78562,%C3%96versel%C3%B6_kyrka
332,151,53593,"Locke,_California"
333,151,98727,Folsom_Dam
334,151,29036,Topaz_War_Relocation_Center
335,151,1725,Vadsbro_kyrka
336,151,5423,United_States_Navy_Memorial
337,151,28275,"Saint_Vincent_Ferrer_Church_in_Calulut,_San_Fernando,_Pampanga"
338,150,77125,Sestroretsk_cemetery
339,150,4397,Kalmar_domkyrka
340,149,73958,Going_to_the_Sun_Road
341,149,82756,"Prins_Hendrikkade,_Amsterdam"
342,149,79145,Mount_Kosciuszko
343,149,81156,Finnish_Artillery_Museum
344,149,26370,Uppsala-N%C3%A4s_kyrka
345,148,68071,%C4%8Cern%C3%A9_jezero
346,148,89438,Geniemuseum
347,148,27704,J%C3%A4ders_kyrka
348,147,95409,Edsbro_kyrka
349,147,68948,Stra%C3%9Fenbahnmuseum_Dresden
350,147,71943,Fort_Ord
351,146,77578,Haus_Traar
352,146,70507,Husby-Sjutolfts_kyrka
353,146,76374,Mission_San_Juan_Capistrano
354,146,11959,PAN_Botanical_Garden_in_Warsaw
355,146,87515,GR_20
356,145,13348,"Kumla_kyrka,_V%C3%A4stmanland"
357,145,72380,L%C3%B6v%C3%A5ngers_kyrka
358,145,67663,Amsterdam_Central_station
359,144,25480,Craters_of_the_Moon_National_Monument
360,144,91482,"Bagumbayan,_Taguig"
361,144,65766,"Balclutha_(ship,_1886)"
362,144,9410,"Tweed_Heads,_New_South_Wales"
363,144,51115,Mount_Rainier_National_Park
364,143,17640,"Sankta_Maria_kyrka,_Helsingborg"
365,143,10293,Eldorado_National_Forest
366,143,24412,Brookwood_Cemetery
367,142,10202,"Torpa_kyrka,_S%C3%B6dermanland"
368,142,43412,Golden_Gate_Bridge
369,142,96811,Ulysses_S._Grant_Memorial
370,142,61526,Hammar%C3%B6_kyrka
371,142,84390,Hedvig_Eleonora_kyrka
372,142,56446,Nydala_kloster
373,141,7894,Samara
374,141,35106,"Alter_Katholischer_Friedhof,_Dresden"
375,141,60125,"Ekeby_kyrka,_Uppland"
376,140,30922,Port_Louisa_National_Wildlife_Refuge
377,140,11102,Badelunda_kyrka
378,140,96848,Museum_on_the_demarcation_line_in_Rokycany
379,140,59077,Bolln%C3%A4s_kyrka
380,140,16738,Askeryds_kyrka
381,140,69685,American_Falls
382,139,39562,Jumkils_kyrka
383,139,89250,Ludgo_kyrka
384,139,67422,Perth_Stadium
385,139,22377,USS_New_Jersey_(BB-62)
386,138,42484,Federal_Hall
387,138,85801,Doubravsk%C3%A1_hora
388,138,45110,Mariestads_domkyrka
389,137,45799,Herforder_M%C3%BCnster
390,137,91314,Ch%C3%A2teau_de_Sch%C5%93neck
391,136,19544,Walls_of_Jerusalem_National_Park
392,136,2185,Edwin_B._Forsythe_National_Wildlife_Refuge
393,136,429,Neosho_National_Fish_Hatchery
394,136,40052,Umpqua_National_Forest
395,136,83828,Mus%C3%A9e_des_beaux-arts_de_Pau
396,136,18929,N%C3%A4shulta_kyrka
397,136,89869,Grand_Canyon_National_Park
398,136,87245,"Helga_Trefaldighets_kyrka,_Uppsala"
399,136,33617,"B%C3%A4linge_kyrka,_S%C3%B6dermanland"
400,136,41169,Port_of_Haifa
401,135,15538,USS_Arizona_Memorial
402,135,55964,Mi_Yin_Temple
403,135,99103,Arctic_National_Wildlife_Refuge
404,135,34835,Amazonehaven
405,135,35732,Missisquoi_National_Wildlife_Refuge
406,134,45675,Tumbo_kyrka
407,134,72956,Festung_K%C3%B6nigstein
408,134,35277,Teknikens_och_sj%C3%B6fartens_hus
409,134,26356,Sand_Lake_National_Wildlife_Refuge
410,134,55779,Adirondack_Mountains
411,133,46256,USS_Midway_(CV-41)
412,133,96459,Toresunds_kyrka
413,133,89453,H%C3%B6gsby_kyrka
414,133,1077,"Westmoreland_County,_Pennsylvania"
415,132,16109,Yanghu_Wetland_Park
416,132,9737,Main_Square_(Maribor)
417,132,68434,Mus%C3%A9e_Somme_1916_of_Albert_(Somme)
418,132,17210,Columbia_River_Gorge
419,132,52892,Market_Street_(San_Francisco)
420,131,45797,Sanderumg%C3%A5rd
421,131,52068,Mersin_Naval_Museum
422,131,32159,Bj%C3%B6rklinge_kyrka
423,131,98112,Marikina_Heights
424,131,39544,Kungsholms_kyrka
425,131,83924,"Chicago,_Burlington,_%26_Quincy_Roundhouse_and_Locomotive_Shop_(Aurora,_Illinois)"
426,131,41949,Yosemite_Valley
427,130,54030,Hopperstad_stave_church
428,130,36776,Tyres%C3%B6_kyrka
429,130,1554,Seney_National_Wildlife_Refuge
430,130,18286,Svenneby_gamla_kyrka
431,130,2198,Teylers_Eerste_Schilderijenzaal
432,130,16822,Stora_K%C3%B6pinge_kyrka
433,129,58670,Husby-Sjuhundra_kyrka
434,129,3461,V%C3%A4xj%C3%B6_domkyrka
435,129,25913,Posters
436,129,59084,"Pioneer_Square,_Seattle,_Washington"
437,128,59265,Fors_kyrka
438,128,8006,Mesa_Verde_National_Park
439,128,552,St._James's
440,128,58987,Stadtmuseum_T%C3%BCbingen
441,128,56409,Dingtuna_kyrka
442,128,8855,Forsa_kyrka
443,128,57311,Harvard_Art_Museums
444,128,81544,Port_of_Antwerp
445,128,81121,Fort_McPherson_(Georgia)
446,128,100965,Toadstool_Geologic_Park
447,127,81225,Funbo_kyrka
448,127,4682,SBB_Historic
449,127,41052,Painted_Desert_Inn
450,127,5682,Mosj%C3%B6_kyrka
451,127,19917,Kung%C3%A4lvs_kyrka
452,127,57552,%C3%84lvkarleby_kyrka
453,127,53090,Carquinez_Bridge
454,126,68812,Arches_National_Park
455,126,62923,H%C3%A5lta_kyrka
456,126,89218,Forsby_kyrka
457,126,38377,Rocket_Engine_Test_Facility
458,126,29123,Great_Gull_Island
459,126,37616,Biskopskulla_kyrka
460,125,81249,Beaverhead-Deerlodge_National_Forest
461,125,15177,Noordzeekanaal
462,125,86029,Mahalaxmi_Racecourse_(Mumbai)
463,125,84065,Estuna_kyrka
464,125,99838,Falsterbo_kyrka
465,125,52252,Loh%C3%A4rads_kyrka
466,124,56517,Vireda_kyrka
467,124,49776,Florida_Keys
468,124,41129,"St._James_the_Less,_Philadelphia"
469,124,82537,Stora_Hammars_gamla_kyrka
470,124,78141,Portsmouth_Naval_Shipyard
471,124,99788,Tennessee_State_Library_and_Archives
472,123,72270,Hellevoetsluis_(Brandweermuseum)
473,123,86819,B%C3%B6rje_kyrka
474,123,71786,Lowell_Canal_System
475,123,67715,Antietam_National_Battlefield
476,123,35332,Norra_Sandsj%C3%B6_kyrka
477,123,10439,Hedemora_kyrka
478,123,1647,"Viby_kyrka,_N%C3%A4rke"
479,122,88196,Necedah_National_Wildlife_Refuge
480,122,97715,West_Lake
481,122,80551,Arabia_Steamboat_Museum
482,122,19191,Corliss-Carrington_House
483,122,10323,Kostverlorenvaart
484,122,38461,Liding%C3%B6_kyrka
485,122,54815,Kungslena_kyrka
486,122,47065,Eksh%C3%A4rads_kyrka
487,121,24480,Ovikens_gamla_kyrka
488,121,45780,Alsike_kyrka
489,121,39757,Skivarps_kyrka
490,121,100985,Abraham_Lincoln_seated_at_the_Lincoln_Memorial
491,121,11583,Royal_Museum_of_Fine_Arts_Antwerp
492,121,2160,Camp_David
493,121,46022,Generals_Highway
494,121,2122,Canyon_de_Chelly_National_Monument
495,121,4345,"Halla_kyrka,_S%C3%B6dermanland"
496,121,44145,Toronto_Waterfront
497,120,82138,Belair_Mansion
498,120,44843,Huis_ten_Bosch
499,120,42088,Mission_Control_Center_Houston
500,120,8596,Netherlands_American_Cemetery_and_Memorial
501,120,32244,"Sankta_Gertruds_kyrka,_V%C3%A4stervik"
502,120,25273,"Tyska_kyrkan,_Stockholm"
503,120,95822,"Alla_Helgona_kyrka,_Nyk%C3%B6ping"
504,120,29393,Fort_Regent
505,120,84666,Dutch_Harbor_Naval_Operating_Base_and_Fort_Mears
506,119,94247,"Warner_Theatre,_Washington,_D.C."
507,118,51949,Almunge_kyrka
508,118,78540,"Kristine_kyrka,_J%C3%B6nk%C3%B6ping"
509,118,95148,Adam_Mickiewicz_Park_in_Gda%C5%84sk-Oliwa
510,118,83337,Mission_San_Gabriel_Arc%C3%A1ngel
511,118,12104,"Tribeca,_Manhattan"
512,118,59893,Morkarla_kyrka
513,118,91679,Upper_Bicutan
514,117,80185,Fort_Union_National_Monument
515,117,72452,USS_Iowa_(BB-61)
516,117,31367,Society_for_Savings_Building
517,117,39745,Sunnersbergs_kyrka
518,117,76735,Skan%C3%B6rs_kyrka
519,117,90752,Sankta_Ragnhilds_kyrka
520,116,48631,Laurel_Hill_Cemetery
521,116,65993,Writers_footways
522,116,60387,Edward_Dexter_House
523,116,31118,Aalborg_Maritime_Museum
524,116,73474,Husby-L%C3%A5nghundra_kyrka
525,116,91243,Borough_House_Plantation
526,116,75610,Juniper_Dunes_Wilderness
527,116,71087,"Fountain_Square,_Cincinnati"
528,115,13834,San_Juan_Islands
529,115,39843,Alabama_Theatre
530,115,40322,Ljusdals_kyrka
531,115,87267,Finnish_Reserve_officer_school_museum
532,115,86037,Olbia_(Ukraine)
533,115,50899,Sculptures_in_Marl
534,115,99336,"Mariakyrkan,_B%C3%A5stad"
535,115,46009,St%C3%A5nga_kyrka
536,114,90060,Fru_Alstads_kyrka
537,114,52883,"Barrytown,_New_York"
538,114,22243,Pfarrkirche_Heiligenblut
539,114,87681,Tryde_kyrka
540,114,44485,Harbour_of_Pasaia
541,114,77884,%C3%96cker%C3%B6_gamla_kyrka
542,114,56699,Castillo_de_San_Marcos_National_Monument
543,114,45539,"Nys%C3%A4tra_kyrka,_Uppland"
544,114,76011,Fasterna_kyrka
545,113,31809,Granhults_kyrka
546,113,76815,Amiralitetskyrkan
547,113,48121,"Harvard_Shaker_Village,_Massachusetts"
548,113,83003,Blandfield
549,113,40369,Borgsj%C3%B6_kyrka
550,113,90150,Kennedy_Space_Center
551,113,51574,Vall%C3%A9e_d'Ossau
552,113,5370,"Prudhoe_Bay,_Alaska"
553,113,87576,F%C3%A4rl%C3%B6vs_kyrka
554,113,94417,K%C3%B6nigsberg_Castle
555,113,41436,Misterhults_kyrka
556,112,77310,Big_Muddy_National_Fish_and_Wildlife_Refuge
557,112,53305,"Sankta_Maria_kyrka,_Ystad"
558,112,70674,Hoosac_Tunnel
559,112,67844,R%C3%B6_kyrka
560,112,35510,Schloss_Rochlitz
561,112,38863,Dalhems_kyrka
562,112,503,Gilman_Garrison_House
563,111,34439,Westergasfabriek
564,111,16636,M%C3%B6klinta_kyrka
565,111,30942,Biblioth%C3%A8que_nationale_de_France
566,111,39335,Orkesta_kyrka
567,111,10889,"South_Harbour,_Helsinki"
568,111,76778,Malheur_National_Forest
569,111,82900,Manege_Military_Museum
570,110,5135,Poplar_Forest
571,110,26131,Adels%C3%B6_kyrka
572,110,69001,"Johannisfriedhof,_Dresden"
573,110,60728,Salems_kyrka
574,110,49972,Mirror_Lake_(California)
575,110,42450,R%C3%A4ttviks_kyrka
576,110,99092,USS_Arizona_(BB-39)
577,110,76554,Hill-Stead_Museum
578,110,26733,Neal_Smith_National_Wildlife_Refuge
579,110,14849,Leksands_kyrka
580,110,87700,Stortingsbygningen
581,110,54200,White_River_National_Fish_Hatchery
582,110,76145,Olympisch_Stadion
583,109,52074,Novospassky_Monastery
584,109,17989,Shoalwater_Bay
585,109,98420,Smithsonian_Institution
586,109,53043,Old_Faithful_Geyser
587,109,89506,Fort_Wadsworth
588,108,41544,K%C3%A4vlinge_gamla_kyrka
589,108,69812,"Oudezijds_Achterburgwal,_Amsterdam"
590,108,14041,Fort_Sam_Houston
591,108,40533,Prado_Dam
592,108,55052,Hove_Church
593,108,68587,Bydgoszcz_Canal
594,108,67843,Drevs_gamla_kyrka
595,108,83172,S%C3%A4tila_kyrka
596,108,43789,Phineas_Banning_Residence
597,108,53389,Speelgoedmuseum_Deventer
598,107,56656,Minidoka_National_Historic_Site
599,107,56630,Galleria_Palatina_(Florence)
600,107,57161,"Christ_Church,_Philadelphia"
601,107,78375,"Solberga_kyrka,_Bohusl%C3%A4n"
602,107,68639,%C3%96sterf%C3%A4rnebo_kyrka
603,107,95659,Karlskoga_kyrka
604,107,24843,"Sankt_Olofs_kyrka,_%C3%96sterlen"
605,106,40432,%C3%89comus%C3%A9e_d'Alsace
606,106,43589,Runtuna_kyrka
607,106,66991,Adena_Mansion
608,106,52320,George_Washington_Bridge
609,106,68924,Grant's_Tomb
610,106,59961,V%C3%A4stra_Ving%C3%A5kers_kyrka
611,106,17521,Ave_Maria_Grotto
612,105,44550,Gothems_kyrka
613,105,34708,Hamr%C3%A5nge_kyrka
614,105,34723,Sj%C3%B6historiska_museet
615,105,11076,Schloss_Sonnenstein
616,105,13756,Olympic_National_Park
617,105,77967,Wzg%C3%B3rze_Wolno%C5%9Bci
618,105,91762,Zucker-Museum_Berlin
619,105,62284,Skurups_kyrka
620,105,58664,Kunstgewerbemuseum_Berlin
621,105,75509,White_Sands_Missile_Range
622,104,84813,Burg_Mildenstein
623,104,92323,Oregon_State_Forester's_Office_Building
